X,Y,Z
0.09477816946,1.425762416,-0.6102310587
-0.007071146151,0.6302453743,-0.7312168374
0.05247534775,-0.0008240040381,-0.3089716498
-0.2298742775,0.001177148626,-0.2953547245
-0.7024005177,0.2027049934,-0.075435356
-0.7790666286,0.311826671,-0.3692235316
-0.6596014752,0.114771991,-0.08350910816
-0.0852259194,-0.6215344744,0.7464003116
0.2076683975,-1.496979907,0.9496901607
0.05247534775,-1.595624962,0.8125568778
-0.3885408727,-1.315699019,0.5676932302
-0.7193960795,-1.437063042,0.2649877761
-0.8316660315,-1.266729636,-0.07471233342
-0.9853704189,-0.3461994109,-0.4627344521
-0.7164187548,0.4450798954,0.09459545441
-0.2593994141,0.4948732823,1.117310896
-0.1903006701,0.185871768,1.248659998
-0.448335477,0.2112981783,0.5340726802
-0.8905922494,0.02648584408,-0.6726520083
-0.7576050797,-0.5048790456,-1.546545302
-0.9167678957,-0.2495555087,-1.350606182
-0.3968525708,0.2274251145,-0.7582096804
0.2658502842,0.4530845061,0.226306068
0.4398997237,1.100398535,0.8453339015
0.5936041111,1.2418918,0.8171360208
0.5228926496,0.07157063645,0.3270472143
0.4614853277,-1.198690446,-0.7533895299
0.6149416047,-1.725699885,-1.185516026
1.104215296,-1.252839282,-1.36301807
1.267099768,-0.4233026459,-0.1115864851
1.398846386,0.5118242225,1.29963309
0.9300418016,1.539004113,1.228053855
0.7339105373,1.722050725,0.2434176024
0.3601322329,1.462371738,-0.7386880707
0.1034620332,1.144188464,-0.9866848161
0.1791357025,0.4774514826,-0.432729015
-0.06339220497,0.286988835,0.0350665952
-0.2110178878,0.8304783555,0.4060976832
-0.4164532917,0.9437200533,0.2616136707
-0.3727858629,0.667325556,-0.1991927212
-0.3779961811,-0.1651539522,-0.6696394142
-0.5268624158,-0.7689134824,-0.4968370172
-0.1498586763,-1.059433763,0.3029464616
0.08075993236,-1.607161019,0.5362417479
-0.2139952125,-1.581734609,0.4045311343
-0.7612026804,-1.562193941,0.213050654
-1.066130351,-1.282621143,-0.2724590094
-0.8229821678,-0.5132368009,-0.3463278165
-0.5706538999,0.07098206214,0.1940110594
-0.4624777693,0.6676787006,0.9802981167
-0.4664475356,0.7321864453,1.590408672
-0.4428770484,0.5048790456,1.180575372
-0.7098438294,0.05697399349,0.2271495943
-0.7902315962,-0.5013475997,-0.928119987
-0.9779271072,-0.4268340917,-1.469784404
-0.2848307292,-0.06745061626,-0.7997834788
0.1377012671,0.1399629716,0.1332771625
0.2716808784,0.8603779306,0.785443531
0.3980931228,0.975738496,0.4126048865
0.4252612106,0.2097678851,-0.3809123967
0.6551354881,-0.5729182362,-0.6968732647
0.3138596449,-1.287918312,-0.9257099118
0.9789195487,-1.128179243,-0.5316626049
1.300470616,-0.366681797,0.06145691942
1.430356406,0.4503770642,0.5882993738
1.181377628,1.224470001,0.8070137047
0.8374966257,0.9876276971,0.2100380599
0.5856645786,0.9033438555,-0.6222814351
0.4957245617,0.7117040592,-0.8213536525
0.1719405011,0.4960504309,-0.6398749846
-0.1723126667,0.4677988639,0.004940654307
-0.5261180847,0.8673231075,0.3977829236
-0.7107122158,1.022000437,0.2357053615
-0.5642030297,0.7192378104,-0.2185938271
-0.2906613234,0.1210108787,-0.6757851061
0.05805783155,-0.5511409866,-0.2921011229
0.1917893324,-1.343950586,0.1665362013
0.06624547447,-1.805510562,0.5598604856
-0.1798800337,-1.402690303,0.7997834788
-0.6552595433,-1.091687636,0.4873172199
-1.013406893,-0.8221206003,0.06832563395
-1.047894237,-0.246730352,-0.6243299991
-0.8228581126,0.116537714,-0.1477376141
-0.4238966035,0.2641521516,1.082123797
-0.4035515514,0.2230696646,1.670182163
-0.6140732184,0.3879881871,1.270230172
-0.7181555275,0.0663911825,-0.04506840758
-0.8304254795,-0.4277758106,-1.366994694
-0.9139146262,-0.280985377,-1.747907091
-0.3510762036,0.06909862434,-1.256613247
0.08410942264,0.6434294389,-0.1603905093
0.3311033171,1.152781649,0.7770082675
0.3193180736,1.067673804,0.621317405
0.2443887354,0.2198913633,0.1718383669
0.5620940914,-0.7242995495,-0.8376216606
0.4890255812,-1.132534693,-0.9924689968
0.9158995093,-1.018233561,-0.5950475845
1.294391911,-0.7032285891,0.2076279846
1.486057188,0.1685676832,1.138760566
1.382843266,1.071087535,1.225161764
1.005591416,1.191627554,0.3865760735
0.596705491,1.28109085,-0.5735979146
0.1961312643,0.6800387611,-0.9739114172
0.100856874,0.1012347818,-0.7586916955
0.1247995268,-0.1153605653,0.003856120434
0.02853269499,0.6602626642,0.3130687778
-0.2620045732,1.31040185,0.1902754427
-0.6367753192,1.056490892,-0.4192325935
-0.5085022469,0.5811582766,-0.8285838783
-0.09589466622,-0.2557943964,-0.2725795132
-0.0225780456,-0.9464274952,0.3800688703
0.06512897771,-1.153723368,0.9647531312
-0.350704038,-1.229178595,0.9837927258
-0.5557672764,-1.467668907,0.5492561544
-0.7695143785,-1.467551192,-0.1144785754
-0.6613382479,-1.047544562,-1.044888134
-0.6110958937,-0.1682145386,-0.5761284936
-0.5130922891,0.2435520507,0.8606378794
-0.6496770595,0.005532598541,1.923481074
-0.705129732,0.223540524,1.527626211
-0.755248031,0.4745086111,0.0007230225814
-0.7964343559,0.3195958519,-1.129481776
-0.7746006415,-0.04167106135,-1.431705215
-0.5049046462,-0.4999350214,-0.9476415967
0.000992441565,-0.5067624834,-0.2929446492
0.4289828665,0.2560298261,0.4189915859
0.6365272088,0.9189999322,0.4671930914
0.3461139958,0.7013451513,0.1635236072
0.4050402137,-0.2861648309,-0.4893657839
0.4317120808,-0.8641448062,-1.073327022
