X,Y,Z
1.175298923,0.4176523324,1.321805783
1.837133392,-0.2727453366,1.515696338
1.723002612,-0.869441975,0.9414959048
1.182742235,-0.9320662819,-0.08362961192
0.0568172796,-0.7569065664,-0.7532690261
-0.3479748237,0.343491969,-0.6849433922
-0.1937742156,0.890042076,-0.1079713722
-0.2977324695,0.9718539055,0.5441949963
-1.034992497,1.008698657,0.8870282037
-1.446235471,-0.01659779562,0.003012594089
-1.731810531,-0.4124728785,-0.7445927551
-1.371430188,-0.450612494,-0.6842203696
-0.8078474339,-0.8640270914,-0.1446045163
-0.3610006193,-0.8225914597,0.3040309955
-0.4712856882,-1.016114694,0.2519733696
-1.079528312,-1.148897059,-0.3932037805
-1.799792778,-0.4324844051,-1.162138296
-1.643111066,0.2260125362,-1.441707027
-0.8284405964,0.1450247107,-0.9995787188
-0.1133864488,-0.4616776911,0.1909984653
0.6237495236,-0.9580812666,0.5882993738
0.7484249952,-0.5398403598,0.1737664271
0.5728868934,0.802697648,-0.4518891134
0.3340806418,1.169379445,-0.4705671968
0.4828228214,1.051311438,-0.2845093858
1.044172582,0.4745086111,-0.1690667803
1.403560483,-0.4331906943,0.2348618352
0.9408346037,0.05968143533,0.8914868429
0.455282568,0.9826836729,1.318070166
0.5032919287,1.764663505,0.6879559862
0.7781982422,1.552541323,0.5828767044
1.560738416,0.4510833534,0.846056924
2.147271381,-0.7783306714,0.7196484761
2.048523445,-1.493330747,0.7812258992
1.191177988,-1.267200496,0.2692054078
0.07480528296,-0.732421875,-0.4664700688
-0.6120883352,0.01424349837,-0.4641804973
-0.8046219989,0.6599095196,-0.3398206133
-1.153589264,1.230355744,0.1279749969
-1.386068701,1.188213823,-0.0195216097
-1.634427202,0.2455532034,-0.4353800978
-1.823611376,-0.07157063645,-0.3846480133
-1.333841463,-0.3007614739,-0.3459663052
-0.6153137703,-0.5408997936,-0.3665724488
-0.1390658743,-0.9686756042,-0.6173407808
-0.3818418921,-1.422819544,-0.2828223331
-1.037721711,-1.260255319,-0.4101948112
-1.557264871,-0.1723345588,-0.5762489974
-1.132375826,0.8216497408,-1.049226269
