X,Y,Z
0.1104091241,0.1132416978,0.3140328079
0.04689286395,0.07722094986,-0.09784905602
0.06562519849,-0.06274202176,-0.3142738154
0.1592868712,-0.5288928776,-0.6703624368
0.3098898787,-0.9270045429,-0.6651807749
0.5501847926,-0.9396000331,-0.6102310587
0.7690181577,-0.7206503887,-0.3971804047
0.8898479183,-0.4859269527,0.1089354023
0.794573528,-0.2135347607,0.4585168204
0.7523947615,-0.04037619787,0.6983193099
0.6820554656,0.2915797146,0.6266195706
0.4467227595,0.5999926546,0.4732182796
0.2280134496,0.553377569,0.625896548
-0.06934685436,0.4530845061,0.5864918173
-0.2464976737,0.4348387024,0.5085258823
-0.2344643197,0.498522443,0.6042058706
0.009180084477,0.2497909384,0.5746824485
0.1274046859,-0.09370103062,0.4188710822
0.01885638974,-0.4088237178,0.01132735378
-0.1372050464,-1.003754633,-0.2187143309
-0.153456277,-1.072853258,-0.1961801271
-0.08634241616,-0.6118818557,-0.4270653381
0.06413653614,-0.5732713808,-0.2723385057
-0.09477816946,-0.3094723737,-0.09326991301
-0.3095177131,0.2270719699,0.08194255923
-0.232727547,0.5564381554,-0.01120685001
-0.5256218639,0.6119995706,-0.2794482277
-0.6700221116,0.2699201799,-0.3699465542
-0.8159110217,-0.01153605653,-0.5693802829
-0.8126855866,0.0528539733,-0.8846181284
-0.5298397405,0.1546773294,-0.8754598424
-0.7084792222,0.03131215345,-0.732421875
-0.7304369919,0.1317229312,-0.5574504103
-0.5483239647,0.2335462874,-0.1802736303
-0.3539294731,0.5223008453,0.04012775327
-0.04093821456,0.7602025826,0.3172864095
0.1075558546,0.6054075383,0.3418691773
0.3892852039,0.237313163,0.08905228128
0.6280914555,-0.4140031717,0.1327951475
0.5444782536,-0.7587900042,-0.1902754427
0.4459784283,-0.7520802571,-0.3816354192
0.5016792111,-0.7731512175,-0.3401821246
0.3828343337,-0.5368974882,-0.1607520206
0.3658387719,-0.2673304529,0.09134185279
0.2632451251,0.1178325774,-0.03711515918
0.3180775216,0.8254166164,0.04711697156
0.5692892927,1.078503571,0.5034647242
0.5357943899,1.070028101,0.9766830038
0.5684209064,0.8640270914,1.08031624
0.3928828046,0.340078238,0.8938969182
0.4225319963,-0.07616151609,0.5252759054
0.4910104643,-0.4164751838,0.3013799127
0.3162166937,-0.8721494169,0.01807556454
0.2218106898,-1.084153884,-0.1012231614
0.01848422415,-0.869441975,-0.2663133175
0.03758872428,-0.3808075805,-0.4160994956
0.06016676988,0.2021164191,-0.1875038561
-0.02667186706,0.4818069326,0.04518891134
-0.05731350038,0.1398452568,0.3174069133
-0.2223069106,-0.2163599174,0.368018494
-0.4307196392,-0.2290731226,0.09134185279
-0.5295916301,0.08169411463,0.1468940878
-0.5767326045,0.431778116,0.2048563981
-0.4985778312,0.5709170835,0.02675183551
-0.6608420271,0.283575104,-0.312948274
-0.8954304021,-0.3446691176,-0.8467799466
-0.9727167889,-0.6556717846,-1.115021324
-1.004102753,-0.540546649,-1.243478336
-0.9355002302,-0.1085331033,-1.079713722
-0.7852693883,0.1883437801,-0.4664700688
-0.7667851642,0.2549703924,-0.192685518
-0.7795628493,0.2945225862,-0.09616200333
-0.7288242743,0.2010569853,-0.06205943824
-0.3314754827,0.1672728197,-0.146773584
0.2182130891,-0.0107120525,-0.0985720786
0.6089869553,-0.4437850319,0.0006025188179
0.9118056879,-0.5326597532,0.0635054834
0.982269039,-0.268978461,0.2658313024
0.6184151502,0.3274827477,0.4528531435
0.33929096,0.696401127,0.7285657546
-0.02170965924,0.8159994274,0.3576551703
-0.3059201124,0.9335965752,0.1717178631
-0.2231752969,0.8639093765,0.3202990036
0.1568057673,0.5241842831,0.1754534798
0.5338095068,0.2208330822,0.07025369416
0.7186517483,-0.4165928987,0.02024463228
1.061788419,-0.8834500437,0.1229138388
1.527243513,-0.8529618943,0.1495451706
1.560242195,-0.8049342304,0.0001205037636
1.301339002,-0.7706792053,0.02904140702
0.6984307514,-0.6643826844,0.01711153443
0.1916652772,-0.4343678429,0.05904684415
-0.09316545192,0.04037619787,-0.05928785168
-0.4015666683,0.5795102685,-0.2625777008
-0.5428655361,0.893455807,0.1118274926
-0.3046795605,0.970559042,0.5750439598
0.06736197123,0.620239611,0.6334882851
0.2845826188,0.2249531024,0.6854254072
0.2531966543,-0.2303679861,0.6515638496
0.05532861725,-0.5712702281,0.5958911109
-0.1584184848,-0.7547876989,0.3500634332
-0.6105996729,-0.6115287111,-0.1784660739
-1.021966702,-0.3841035966,-0.7698985455
-1.298113567,-0.2370777332,-1.268302112
-1.439660545,-0.2357828698,-1.122372054
-1.426758805,-0.02978186023,-0.7644758761
-1.269704927,0.03484359932,-0.3891066526
-0.8365041841,-0.01471435782,0.008314759687
-0.4691767499,-0.0003531445878,0.1831657206
-0.2651059531,0.04708594503,-0.005543173124
-0.1556892705,-0.1649185225,-0.3799483665
-0.07468122777,-0.4448444657,-0.7351934616
-0.01017252604,-0.5777445456,-0.7560406127
-0.01625123063,-0.4335438389,-0.09531847699
0.03361895802,0.2115336081,0.2828223331
0.2690757193,0.9404240372,0.3090921536
0.30753283,1.171262883,0.2986083261
0.142043199,1.176442337,0.3774177875
0.1140067248,0.9467806398,0.5319036124
0.02381859756,0.5110002185,0.1474966066
0.05433617569,-0.1106519708,-0.2083510072
0.2993451871,-0.5476095407,-0.4826175731
0.6689056148,-0.7274778508,-0.4586373242
1.051119673,-0.6337768202,0.07868895761
0.9763143896,-0.5571444446,0.5804666291
1.024571861,-0.4886343946,0.768090989
1.179144634,-0.2939340119,0.4877992349
1.105828014,0.1776317276,0.2877629874
0.9388497205,0.6818044841,0.3498224257
0.403923717,0.803521652,0.3952523445
0.009304139672,0.7137052118,0.3270472143
-0.06698980564,0.4770983381,0.002771586562
-0.08721080253,0.1642122333,-0.1260469367
0.01327390593,0.1474967228,0.1771405325
0.2959956968,-0.3479651338,0.3298188009
0.4067769865,-0.6919279623,0.4463459403
0.584051861,-0.6588500859,0.3652469074
0.4181900645,-0.2885191282,-0.02892090326
0.2515839367,-0.01553836186,0.001928060217
-0.1380734327,0.2589726977,0.2293186621
-0.568172796,0.2357828698,0.1676207351
-1.011546065,0.2085907365,-0.1247213953
-1.160784466,-0.1333709393,-0.5003316264
-1.164382066,-0.3575000377,-0.4806895129
-0.993682117,-0.4715657395,-0.4193530972
-0.7784463526,-0.7054651715,-0.6252940292
-0.7850212779,-0.7044057377,-0.6646987599
-0.7198923002,-0.6161195908,-0.6339703002
-0.7985432943,-0.5114710779,-0.4076642322
-0.6769692026,-0.1148897059,-0.1566548926
-0.5258699743,0.4195357703,-0.3580166816
-0.3167129144,0.7534928354,-0.4175455408
-0.3261411093,0.4546147993,-0.4059771795
-0.2400468035,0.1035890791,-0.266554325
-0.0879551337,0.07616151609,-0.1283365082
0.1662339621,0.04061162759,-0.2346208277
0.2755265895,0.06497860415,-0.03181299358
0.4293550321,0.1489093012,0.1231548464
0.3283741028,0.07168835131,0.3025849503
0.2825977356,-0.1838706154,0.6709649556
0.2288818359,-0.01871666315,0.6744595647
0.3435088367,0.3288953261,0.6292706534
0.4340691295,0.2800436581,0.6131231491
0.6878860598,0.05826885698,0.4616499183
1.031767062,0.1802214546,0.3634393509
1.04628152,0.2522629505,0.1797916153
0.9706078506,0.1675082495,0.1976261723
0.8001560118,0.08345983757,0.06675908502
0.6230051925,-0.1194805855,0.01313491023
0.3891611487,-0.03825733034,0.05278064845
