X,Y,Z
-0.002729214304,-0.3397250934,-0.5493766581
0.1110294001,0.7499613895,0.01385793281
0.4628499349,1.484148987,1.089113015
0.81801996,2.093205686,1.847563703
1.321932165,2.449057716,2.417546505
1.277148239,1.971841663,2.116889615
1.379617831,1.076737848,0.6857869185
1.183610622,-0.1093571073,-0.1414714184
0.9671343051,-1.02788618,-0.5314215974
1.115504319,-0.9629075759,-1.037898916
0.9812765974,-0.3171238398,-1.377599025
0.6448389069,0.4189471959,-0.9994582151
0.3301108756,0.4401358712,0.006145691942
0.04664475356,0.4235380756,0.3766947649
0.04292309769,0.5999926546,0.003856120434
0.0341151788,0.3756281265,0.01831657206
0.2437684594,-0.7669123297,0.1325541399
0.5542786141,-1.772079541,0.3638008622
0.5011829903,-1.781143586,0.03603062531
0.1675985693,-1.86307313,0.01976261723
-0.3812216162,-1.457780858,0.335361974
-0.8592062849,-0.2231873795,0.3645238848
-1.188572829,0.5600873162,0.6662653088
-1.646832722,0.9730310541,0.6731340233
-1.99778487,1.634235437,0.5954090958
-1.960444257,1.725464456,0.3246371391
-1.63603992,0.8442509945,-0.2346208277
-1.315481294,0.2077667325,-0.5344341914
-0.9812765974,-0.1725699885,-0.5758874861
-0.2798685213,-0.7273601359,-0.6068569534
0.022826156,-1.433413882,-0.3376515455
0.04515609121,-1.664605872,-0.4959934909
-0.06302003938,-1.300866946,-0.7825514406
-0.0682303576,-0.8785060195,-1.232994509
0.2792482454,-0.3613846281,-0.9364347467
0.8018927846,0.1631527995,0.1864193222
1.114139712,0.6431940092,0.7494129057
1.189565271,1.152663934,1.091041075
1.337935285,1.698036893,1.01018305
1.28099395,1.597155256,0.8456954128
1.289553759,0.7089966173,0.8023140579
1.2177258,0.1311343569,0.0962825071
1.238939239,0.1757482898,-0.2478762417
0.9821449838,0.1715105548,-0.4662290613
0.357651129,0.4028202598,-0.6649397674
0.03026946773,0.8664991035,-0.4947884532
-0.02890486058,0.2083553068,-0.2571550315
0.1628844719,-0.379512717,-0.1244803878
-0.07406095179,-0.1619756509,-0.05519072372
-0.1816168064,-0.3910487735,-0.03289752746
-0.1110294001,-0.2356651549,0.2883655062
-0.1530841114,-0.5102939293,0.18858839
-0.232107271,-0.7810381132,-0.1411099071
-0.4245168794,-1.376557603,0.03048745218
-0.3416480088,-2.014101299,0.07856845385
-0.1941463812,-1.480382112,0.4310419623
-0.4681843083,-0.1689208278,1.065494278
-0.9259479802,0.8683825413,1.217570027
-1.422292818,1.319230465,0.9414959048
-1.874349951,1.553365327,-0.1399048695
-2.04170041,1.048368566,-0.8187025697
-1.731686476,0.3393719488,-0.9945175608
-1.31895484,0.4782754867,-0.7480873643
-0.4544141816,0.3974053761,-0.4411642784
0.01786394817,-0.4739200368,-0.4318854886
0.2925221513,-1.115348323,0.05952885921
0.6849087351,-1.157372529,-0.1912394728
0.7417260147,-1.404102881,-0.7215765363
0.892204967,-1.360666097,-1.085859414
0.6036525819,-1.042600538,-0.6881969938
0.8412182816,-0.4005836774,0.2676388589
1.113271326,0.8424852715,0.8893177752
1.230007265,1.966897639,1.096463745
1.109673725,2.326516544,1.295294955
0.8439474959,1.55489562,1.082123797
0.7737322551,0.7950461819,0.4282703757
0.640496975,0.6016406627,-0.104476763
0.6373955951,0.5407820787,-0.490811829
0.5692892927,0.09958677375,-0.5178046721
0.2814812389,-0.1392566824,-0.4310419623
-0.004962207825,-0.1502041647,-0.4004340064
-0.2034505208,-0.4098831515,-0.4470689629
-0.4906382987,0.2428457615,-0.6240889915
-0.2998414078,0.4729783179,-0.3172864095
-0.08944379605,0.07698552013,-0.1080918759
0.1581703744,-0.7673831892,0.2963187546
0.2106457222,-1.357252366,0.3201784998
-0.05235129256,-1.796093373,-0.003735616671
-0.2471179497,-1.969134221,0.2346208277
-0.7113324917,-1.10969801,0.3409051471
-0.7578531901,0.0116537714,0.6436106012
-0.8280684308,0.6163550205,1.010785569
-1.252089089,0.9835076769,0.7936377869
-1.529104341,1.204576189,0.5787795764
-1.675117307,0.8363640987,-0.5004521301
-1.443754367,0.3119443858,-1.486413924
-1.198125079,0.4091768623,-1.445683652
-0.376011298,0.2123576121,-0.9137800392
0.2710606025,0.02860471161,-0.1594264792
0.4779846688,-0.2021164191,0.2103995712
0.4962207825,-0.6531997725,-0.379225344
0.3195661839,-1.279442841,-0.7786953202
0.4501963049,-1.239537503,-0.7389290782
0.5540305037,-0.692163392,-0.1296620496
1.034000056,-0.2597967017,0.8003859977
1.11600054,0.2822802405,1.48436536
1.035736828,1.303809818,1.779238069
0.6785819201,2.005272684,1.695005938
0.3304830412,1.588326641,0.9445084989
0.4070250969,0.7836278402,0.0790504689
0.4736427369,0.2163599174,-0.523468349
0.6788300305,-0.2636812922,-0.9995787188
0.3822140577,-0.1968192502,-1.102368429
0.1942704364,0.4005836774,-1.145508777
-0.02295021119,0.5905754656,-0.8047241331
0.135096108,0.1531470362,-0.5131050253
0.3315995379,-0.002707441839,-0.614689698
0.5479517991,-0.388929906,-0.246671204
0.3250246126,-0.7706792053,0.2561910014
0.02170965924,-0.9338320049,0.6480692405
-0.3521927004,-0.8017559291,0.2407665196
-0.6928482676,-0.5892806021,-0.3889861488
-0.733042151,-0.8171765761,0.0006025188179
-0.5875254065,-0.6255367798,0.6667473239
-0.3742745252,0.03354873584,1.279026947
-0.5479517991,0.3745686927,1.331446084
-0.9907047923,0.14137555,0.8572637741
-1.253577752,-0.04932252742,0.4847866409
-1.437799717,-0.08440155647,-0.3672954714
-1.15110816,0.01659779562,-1.298428053
-0.8098323171,0.2660355894,-1.527626211
-0.3910219766,0.4110603001,-1.066699315
-0.06066299066,0.1937586638,-0.1558113663
0.1068115234,0.0884038618,0.2032898491
0.147129462,0.3021740523,0.03615112907
0.3096417683,0.004590879641,-0.1505092007
0.2797444661,-0.5957549195,-0.3717541106
0.3431366711,-0.8785060195,0.06230044577
0.4843114837,-0.2871065498,0.2987288299
0.4851798701,0.3776292792,0.7517024772
0.6469478452,0.6264784987,1.408447989
0.5691652376,0.7158240794,0.9928305081
0.5481999095,0.4321312605,0.2928241455
0.6955774819,0.08110554032,-0.6583120604
0.737508138,0.1786911614,-0.7003678739
0.7683978817,0.7138229267,-0.3180094321
0.6056374651,0.6834524922,-0.3118637401
0.3044314501,0.6695621384,-0.4804485054
0.1915412221,0.2516743762,-0.6505998195
0.08981596164,-0.5789216942,-0.455142715
0.2115141085,-0.4161220392,-0.6419235486
0.07778260766,0.1854009086,-0.592275998
0.04441176004,0.2375485927,0.1458095539
0.03610006193,-0.2529692397,0.6765081287
-0.0454042016,-0.5211236967,0.6222814351
-0.2330997126,-0.5909286102,0.2097970524
-0.2562980342,-1.307223549,-0.05507021995
-0.3229156742,-1.23388719,0.07832744632
-0.4959726721,-0.3523205837,0.3921192467
-0.5625903122,0.1133594127,1.044647126
-0.7626913427,0.4835726555,1.156715627
-1.135973426,0.4144740312,0.7374830331
-1.321684054,-0.2147119094,-0.07603787481
-1.473527614,-0.4894583986,-1.051997856
-1.141928076,-0.05556141514,-1.282401052
-0.4396516133,0.762439165,-0.5798641103
0.07505339336,0.7011097216,0.4624934446
0.3280019372,0.4406067307,0.7897816665
0.4629739901,-0.01836351856,0.1270109668
0.2266488424,-0.6552009251,-0.9173951521
0.1926577188,-1.018115846,-1.335784219
0.06996713034,-0.917469639,-0.6197508561
0.5361665555,-0.3320736274,0.3256011692
0.943563818,0.8256520462,0.7674884702
0.8995242235,1.403514307,1.082364804
0.8796753922,1.22541172,1.217570027
0.562466257,0.506291624,0.7061520545
0.7191479691,0.009417189007,-0.6501178045
0.6495530043,-0.4978161539,-0.9142620542
0.487040698,-0.5185339697,-0.7933967794
0.6478162316,-0.2893431322,-0.7853230272
0.2007213065,0.4018785409,-0.6883174975
-0.1029658124,1.040246241,-0.547930613
-0.08472969862,0.8599070712,-0.001446045163
-0.2389303068,0.8170588612,-0.04012775327
0.1066874682,0.2197736484,0.05362417479
0.3268854405,-0.4327198349,0.4279088644
0.5099909092,-0.8666168183,0.5452795302
0.578965598,-1.162787413,0.504067243
0.06302003938,-1.16467085,0.1914804803
-0.294258924,-1.099456817,0.4005545101
-0.3930068598,-0.7506676787,0.6902455577
-0.699423193,0.01224234571,0.8152079606
-0.8298052036,0.8011673547,1.008978012
-1.248739599,0.8956923894,0.7871305837
-1.384704094,0.5877503089,0.4476714817
-1.402692097,0.1768077236,-0.1782250663
-1.29029809,-0.1533824659,-1.103211956
-0.8412182816,-0.5240665682,-1.195517838
-0.3742745252,-0.5363089139,-0.9394473408
0.1494865107,-0.4324844051,-0.4859916785
0.4010704475,-0.5587924527,-0.1302645684
0.2043189072,-0.4002305328,-0.3845275096
0.1499827315,0.1569139118,-1.210460305
0.1821130272,0.1843414748,-1.516419361
0.1849662967,0.07027577296,-0.6968732647
0.4366742886,0.3930499262,0.6802437454
0.7858896643,1.060964056,1.586673055
1.070348228,1.548774447,2.042659296
1.335206071,1.487798148,1.707417826
