X,Y,Z
-0.3585195154,-0.2922860038,-0.5745619447
-0.2920259305,-0.3936385005,-0.4714107231
-0.1746697154,-0.3611491984,-0.2569140239
-0.1114015657,-0.01389035378,0.003133097853
-0.1581703744,0.151616743,0.3366875154
-0.353185142,0.1553836186,0.4910528366
-0.2809850181,0.4486113413,0.4053746607
-0.03287462684,0.4945201377,0.05531122748
0.1510992283,0.293816297,-0.1573779152
0.2482344465,0.09640847246,-0.08796774741
0.3881687071,-0.2103564594,-0.1103814474
0.4004501715,-0.148203012,-0.1758149911
0.424889045,0.05815114212,-0.2248600228
0.3719174765,0.1462018593,0.05579324253
0.3655906615,0.3251284505,0.3930832768
0.2649818979,0.4643851329,0.5460025528
-0.02319832158,0.4044682678,0.4938244231
-0.1616439199,0.4235380756,0.2088330223
-0.1981161474,0.2798082284,-0.1235163577
-0.1100369585,0.1245423246,-0.16617469
0.08063587716,-0.1660956711,0.0234982339
0.1874474006,-0.6256544946,0.2056999244
0.2582829173,-0.6249482055,0.2602881293
0.3815937818,-0.5469032516,0.1835272319
0.2988489663,-0.3502017162,0.08724472483
0.1081761306,-0.05120596522,0.06097490437
-0.03932549701,-0.0528539733,-0.08941379257
-0.1895563389,0.01930523746,-0.2385974519
-0.2723011544,0.1144188464,-0.4033260967
-0.3314754827,0.2462594925,-0.4154969768
-0.251087716,0.1403161162,-0.2328132712
-0.1246754716,0.03037043455,-0.146291569
-0.0452801464,-0.03672703713,-0.008194255923
-0.001116496761,-0.06050543937,0.1317106136
0.1256679132,-0.09075815905,0.1605110131
0.1900525597,-0.06627346764,0.148340133
-0.009676305259,0.02213039417,-0.01060433119
-0.3371820217,0.06580260818,-0.1638851185
-0.4577636719,0.2650938705,-0.3523530047
-0.52314076,0.3376062259,-0.3380130568
-0.4943599546,0.1290154894,-0.1988312099
-0.3642260544,-0.2260125362,-0.004338135489
-0.2670908362,-0.3232450127,0.06941016782
-0.1857106279,-0.07710323499,0.103994748
-0.009428194868,0.03413731015,0.1830452169
0.001364607152,0.06521403387,0.2802917541
0.09986443248,0.07027577296,0.1573779152
0.2708124921,-0.08475470106,-0.1925650142
0.1551930497,-0.2127107567,-0.334879959
-0.003349490282,-0.1127708384,-0.166656705
-0.1395620951,0.1948180976,-0.04157379843
-0.107183689,0.4866332419,0.1438814937
0.2097773358,0.7724449283,0.2078689922
0.3673274343,0.5519649907,0.279327724
0.3459899406,0.008946329556,0.2472737229
0.2576626413,-0.3883413317,0.1150810942
0.1146270008,-0.5446666692,-0.1255649216
0.07976749079,-0.2632104327,-0.3892271563
0.2401708587,0.02377840224,-0.4121228714
0.3980931228,0.04543793696,-0.2775201675
0.516193669,-0.05132368009,0.06278246082
0.4621056037,-0.1833997559,0.1530397797
0.3224194534,-0.2673304529,0.1117069888
0.3854394928,-0.07439579315,0.2090740298
0.3051757813,-0.09334788603,0.3305418235
0.1415469782,-0.07992839169,0.4935834156
-0.02443887354,0.1429058432,0.5316626049
-0.2178409235,0.197878684,0.3329518988
-0.256173979,0.3211261451,0.1544858249
-0.3900295351,0.3165352655,0.03687415165
-0.3442531679,0.1266611921,-0.0002410075271
-0.1891841733,-0.1067673804,0.01675002314
0.01625123063,-0.191051222,-0.04097127962
0.1553171049,-0.173864852,0.03892271563
0.06574925368,-0.2058832947,0.07435082212
-0.2565461446,-0.3112380967,0.02265470755
-0.3610006193,-0.4184763365,-0.2547449562
-0.4978335001,-0.3858693196,-0.5439539888
-0.5298397405,-0.07992839169,-0.7517024772
-0.518054497,0.1930523746,-0.6230044577
-0.4283625905,0.2217748011,-0.3276497332
-0.3196902391,0.2958174497,-0.1319516211
-0.1455167445,0.1279560556,-0.06410800222
-0.02902891578,-0.2211862268,0.02771586562
-0.009180084477,-0.412002019,0.003253601616
0.07443311738,-0.5147670941,-0.06675908502
0.1388177639,-0.3187718479,-0.1609930281
0.1998529202,0.06886319461,-0.2061819395
0.06624547447,0.4110603001,-0.06555404738
-0.04292309769,0.5022893186,0.1461710652
-0.02493509432,0.5919880439,0.3178889283
0.1307541762,0.6118818557,0.4440563688
0.3614968401,0.429188389,0.4122433752
0.4619815485,0.05332483275,0.3698260504
0.392510639,-0.3570291782,0.3811534042
0.2262766768,-0.5167682467,0.1788275851
0.2407911347,-0.5027601781,-0.09567998828
0.2782558038,-0.3354873584,-0.2422125648
0.3193180736,-0.1061788061,-0.1213472899
0.3539294731,0.1688031129,0.1655721712
0.2819774597,0.2380194521,0.3317468611
0.2513358263,0.3193604222,0.3650058999
0.08733485772,0.412002019,0.1966621422
0.06897468877,0.259561272,0.1383383206
0.0452801464,-0.004002305328,0.07447132589
