X,Y,Z
-0.2027061897,0.03472588446,-0.5955295996
0.2581588621,0.5159442427,-0.07784543127
0.4314639704,0.3646806443,0.760981267
0.03287462684,0.2864002607,0.7089236411
-0.3745226356,0.346081696,0.2604086331
-0.5238850911,0.05061739091,0.0830270931
-0.1988604786,-0.5663262039,0.02867989573
-0.07071146151,-0.7232401157,-0.179912119
0.03895333143,-0.771856354,-0.0453094151
0.1399342607,-0.1854009086,0.4026030741
0.1622641959,0.6852182151,0.6227634501
0.2272691184,1.589150645,0.5316626049
0.4501963049,2.061304959,0.4671930914
0.7819198981,1.082741306,0.2921011229
0.9119297431,-0.2720390474,0.2653492874
0.5942243871,-1.446597946,0.1352052227
0.5455947504,-2.279666029,-0.2901730627
0.2299983327,-1.618343931,-0.5873353437
-0.1594109264,-0.6061138274,-0.4065796983
-0.159162816,0.1994089772,0.05687777641
-0.1482459588,0.8025799331,0.09989762
-0.3866800448,1.568903689,0.08447313827
-0.2574145309,1.883908661,0.2748690847
-0.4008223371,1.058374329,-0.03591012154
-0.5070135845,-0.09852733998,-0.568295749
-0.6155618807,-0.9649087286,-1.012954637
-0.6568722609,-1.339359706,-1.319998226
-0.1468813516,-0.9333611454,-0.9377602881
0.1525878906,-0.5485512596,-0.7332654013
0.1431596958,-0.40258483,-0.4121228714
0.09155273438,-0.3723321104,0.08531666461
-0.08336509146,-0.1088862479,-0.04157379843
0.08708674733,0.5532598541,0.1412304109
-0.06326814977,0.7240641198,0.2012412852
-0.4710375778,0.5000527363,0.7430262062
-0.5836796954,0.5480804002,1.204676124
-0.4405199997,0.3622086322,0.798698945
-0.1050747507,0.1271320516,0.7683319965
-0.1110294001,0.01424349837,0.6665063163
0.1551930497,-0.1797505952,0.7547150713
0.7129452093,-0.253557814,0.5043082506
0.8067309372,-0.2224810903,-0.06965117535
0.3320957587,0.1344303731,-0.215581233
0.3097658235,0.09617304273,0.05603425006
0.4783568343,0.1720991291,-0.1005001388
0.5242572567,0.271568188,-0.128939027
0.04738908473,-0.1890500693,-0.1795506077
-0.1904247253,-0.3848098858,-0.04012775327
-0.12368303,-0.1002930629,-0.5427489511
-0.2157319852,0.4094122921,-0.9154670919
-0.5088744125,0.5024070335,-0.5609450194
-0.5963333254,0.2089438811,-0.003133097853
-0.2077924527,0.1100633965,0.07254326567
0.2823496253,0.3647983591,-0.4479124892
0.294258924,0.09334788603,-0.6587940755
0.1095407377,-0.7000502878,-0.3571731552
0.04664475356,-1.031888485,-0.3229500864
0.3046795605,-0.6015229478,-0.6215584125
0.36459822,-0.2956997348,-0.5072003409
0.1481219036,-0.1193628707,-0.02120866239
-0.1295136242,0.4138854568,0.5302165597
-0.2585310277,1.059433763,0.4759898661
-0.2837142324,1.181621791,0.6538534212
-0.2973603039,1.117231761,0.9535462812
-0.06177948742,0.3886944763,0.923058829
0.1354682736,-0.6889850907,1.222390178
0.1011049844,-0.967145311,0.6961502422
0.1381974879,-0.633894535,0.1918419916
0.2952513656,-0.2316628496,-0.1711153443
0.1244273612,-0.05720942322,-0.3819969305
-0.2197017515,0.2888722728,-0.244140625
-0.4215395548,0.3720966806,0.1178526808
-0.07815477325,0.5545547176,0.1406278921
0.2342162093,0.6920456771,-0.306320567
0.1800040889,0.2217748011,-0.7271197094
0.3249005574,-0.757259711,-0.545882049
0.3827102785,-1.378323326,-0.4353800978
0.4382870062,-1.159491396,-0.2983673186
0.4281144801,-0.9155862012,-0.2458276777
-0.04081415936,-0.3848098858,0.07097671674
-0.346858327,0.4709771652,0.4676751064
-0.4137240774,1.249660981,0.5387723269
-0.3628614472,1.587738067,0.2958367396
-0.2295021119,1.284857725,0.01482196292
-0.3552940803,0.6657952628,-0.1118274926
-0.3236600054,-0.3125329602,-0.2806532654
-0.05011829903,-1.078739001,-0.537205778
0.0793953252,-1.27649997,-1.061999668
0.01922855532,-1.137949577,-0.8930533918
0.2452571218,-0.727242421,-0.6709649556
0.2584069725,-0.4500239197,-0.2659518062
0.245381177,-0.1260726178,0.2024463228
-0.2813571837,0.5193579737,0.5012956565
-0.2503433848,1.060140052,0.7255531605
-0.1444002477,1.253545572,0.7362779954
0.0003721655869,0.939717748,0.6183048109
0.01377012671,0.3105318075,0.8285838783
-0.02679592226,-0.32124386,0.859312338
-0.06562519849,-0.2568538302,0.8819670456
-0.03014541254,-0.04579108155,0.6941016782
-0.126164134,-0.3542040215,0.3364465079
-0.08547402979,-0.1500864498,-0.1266494555
-0.01339796113,0.04084705732,-0.3688620203
0.2065519007,0.3360759327,-0.3523530047
0.3990855643,0.1270143367,-0.4855096634
0.5254978087,-0.4005836774,-0.6373444055
0.6256103516,-0.8893357868,-0.4667110763
0.618291095,-1.011052955,-0.1327951475
0.374770746,-0.352909158,-0.1424354485
-0.08956785124,0.2592081274,0.1171296582
-0.194022326,0.3255993099,0.1133940415
-0.4128556911,0.3864578939,-0.006507203233
-0.5186747729,0.6906330988,0.0453094151
-0.4690526947,0.6899268096,-0.1413509147
-0.2654781186,0.2721567623,-0.2359463691
-0.1267844099,0.0008240040381,-0.5652831549
0.06041488027,-0.597049783,-0.9611380183
-0.001240551956,-0.7877478604,-0.8594328418
-0.1752899914,-0.6851005002,-0.7895406589
-0.1916652772,-0.3208907154,-0.5743209372
-0.1223184229,-0.1934055192,-0.1825632018
-0.06351626016,0.07545522692,0.2758331148
0.1183486566,0.6721518654,0.366451945
0.2089089494,0.7518448273,0.4596013543
0.1726848323,0.4887521095,0.9101649263
0.07852693883,0.2795727986,1.408930004
0.1662339621,0.01377263892,1.447491208
0.245381177,-0.03802190061,1.202386553
0.06376437055,-0.1252486138,0.5111769651
-0.2120103293,0.03708018171,0.2313672261
-0.2587791381,0.3804544359,0.2042538793
