X,Y,Z
1.349224308,0.8925140881,1.431705215
0.5771047701,1.073324117,0.4063386908
0.2907853786,1.021058718,-0.3000543713
0.3616208953,0.495108712,-0.8153284643
1.195147755,-0.8107022586,-0.4756283548
1.507890903,-1.996914929,0.4287523908
1.063649247,-1.64930294,1.08477488
0.6056374651,-0.6680318452,0.9788520715
-0.4003261163,0.7207681036,0.3264446955
-1.442761925,1.415756652,-0.1192987259
-2.048027225,1.416816086,-0.348135373
-2.425155019,0.3776292792,-0.4987650774
-2.129035267,-0.8212965963,-0.5370852742
-1.639761576,-1.485679281,-0.8676270977
-1.613709985,-1.749596003,-0.2980058073
-0.8042498333,-1.003872348,-0.5341931839
-0.4671918667,-0.1939940935,-1.121649031
-0.3766315739,0.1152428505,-1.077183143
-0.4454822075,-0.4084705732,-0.7780928014
-0.7367638068,-0.9910414281,-0.4863531898
-0.5713982311,-0.43260212,-0.5714288469
-0.3716693661,-0.04249506539,-0.2899320552
0.154076553,0.3937562153,0.3948908332
0.6722551051,0.7886895793,0.6313192174
0.9327710159,1.241067796,0.291016589
0.8113209794,1.029769618,0.3230705901
0.6718829395,0.1617402212,0.2830633406
0.8676420382,0.01341949433,0.1220703125
1.243529281,-0.3665640821,0.4422488123
1.485436912,0.1152428505,0.6784361889
1.517070987,1.046720558,1.453034381
1.169592384,1.736529653,0.8101468025
0.8616873888,1.587738067,0.002651082799
0.783780726,0.5851605819,0.1105019512
0.9290493601,-0.2776893608,-0.003012594089
1.282482612,-1.082976736,0.4429718349
1.345130486,-1.66625388,0.3008978976
0.7321737646,-1.848123343,0.3412666584
0.08770702331,-1.017056413,0.3983854424
-0.992441565,0.6289505108,-0.0972465372
-1.851027574,2.439758242,-0.04097127962
-2.18783743,2.277311732,-0.1596674867
-2.419572536,0.2168307769,-0.06097490437
-2.078420748,-1.349718614,-0.1617160507
-1.516822877,-2.495201942,-0.8338860439
-0.8031333365,-2.125577274,-1.261433397
-0.3619930608,-0.9862151187,-1.515937346
-0.5450985296,-0.2446114845,-0.6956682271
-0.8134299177,0.3158289763,-0.01916009841
-0.8272000445,-0.1586796348,-0.06205943824
-0.998148104,-0.2860471161,-0.803760103
-0.7362675861,-0.2807499473,-0.823643224
-0.0007443311738,-0.3530268729,-0.5768515162
0.5132163443,0.2560298261,0.1942520669
0.6319371665,0.7534928354,0.774718696
0.8657812103,0.8404841189,0.6583120604
0.8747131844,0.8490773038,0.2946317019
0.702648628,0.6137652935,-0.1307465835
0.7817958429,-0.2058832947,0.4116408564
1.253949917,-0.1333709393,0.5547993275
1.574756653,0.5580861635,0.6540944287
1.445118974,1.420112102,1.079834225
0.9067194249,2.01704417,0.9059472945
0.6618344687,1.530528643,0.5646806361
0.8553605739,0.6451951618,-0.1862988185
1.172197544,-0.7964587602,-0.4804485054
1.543990965,-1.937351208,-0.2896910476
1.543618799,-2.284256908,0.02373924142
0.8217416159,-1.584324336,0.6179432996
-0.1403064263,-0.1406692608,0.6592760905
-1.506526296,1.614577055,0.3324698837
-2.312885067,2.40267806,0.0648310248
-2.473040325,1.871901745,-0.3171659057
-2.503061682,0.6063492572,0.003253601616
-1.792101356,-1.057550325,-0.1843707583
-1.1986213,-2.067779276,-0.9577639129
-0.6238735788,-1.979493129,-1.557631648
-0.4478392562,-1.570198552,-1.623065192
-0.6965699235,-0.7856289929,-0.8373806531
-0.617670819,-0.4087060029,-0.2006387663
-0.7750968623,-0.2197736484,-0.1058023044
-0.6397526439,0.05426655165,-0.3155993568
-0.589138124,0.09158216309,-0.4381516844
0.3535573075,0.03613846281,-0.1852142846
0.4959726721,0.09299474144,0.6573480303
0.4702932466,0.633070531,0.7847205084
0.9082080872,0.8355400946,0.2384769481
0.8272000445,0.3702132428,-0.07459182965
0.8090879859,-0.005532598541,-0.1453275389
0.9800360455,-0.1243068949,0.7417006648
1.362622269,0.3217147194,1.08670294
1.710348982,1.127472954,1.579201822
1.572151494,1.635294871,1.213713907
0.9199933308,1.307458979,0.3222270638
0.447715201,0.879800883,-0.1718383669
0.3494634861,0.4839258001,-0.3874195999
0.993061841,-0.6564957886,-0.1981081873
1.447476023,-1.874020612,0.392962773
1.189193105,-2.312508475,0.601434284
0.3007097942,-1.232239182,0.5399773646
-0.5931078903,0.2905202809,-0.246671204
-1.739253843,1.748771999,-0.6096285399
-2.029543001,1.911571654,-0.7039829868
-2.137843186,0.7720917837,-0.4232092177
-1.912558951,-0.5044081862,0.07350729578
-1.359768999,-1.467315762,-0.3375310418
