X,Y,Z
-0.3268854405,0.06945176892,-0.004820150543
-0.1569298225,0.1452601404,-0.02928241455
0.2231752969,-0.04355449916,0.1360487491
0.3214270119,-0.2054124352,0.1306260797
0.2767671415,0.002707441839,0.242092061
0.239674638,0.2446114845,0.1764175099
0.164869355,0.314416398,-0.126408448
0.07046335112,0.3584417566,-0.2501658132
0.02183371443,0.3297193301,-0.220160376
0.1965034299,0.2205976525,-0.130505576
0.318325632,0.1075913844,0.06663858126
0.1957590987,0.0729832148,0.2160632481
0.1127661728,0.01683322535,0.3028259579
0.1446483581,-0.1905803625,0.232933775
0.1845941311,-0.117361718,-0.02241370002
0.1468813516,-0.1606807874,-0.1291800346
0.1370809912,-0.3447868325,-0.2067844583
0.1668542381,-0.2552058221,-0.03301803122
0.112269952,-0.09793876567,0.1436404862
-0.008683863694,0.09275931172,0.1838887432
-0.00396976626,0.2602675612,0.0767608974
0.07071146151,0.1649185225,0.0002410075271
0.08572214018,-0.005297168816,0.05699828017
0.02208182482,-0.1826934667,0.170753833
-0.1566817121,-0.05956372047,0.2228114588
-0.1852144071,0.3154758317,0.2070254658
-0.1999769754,0.4636788437,0.08820875494
-0.22826156,0.2268365402,0.04964755059
-0.1194651534,-0.04143563163,0.0635054834
-0.08026371157,-0.3378416556,-0.08085802536
0.1912931117,-0.4929898445,-0.1293005383
0.2285096704,-0.4550856588,-0.2995723562
0.03783683467,-0.3110026669,-0.2469122116
-0.1233108645,-0.05391340706,-0.05519072372
-0.2772633622,0.08593184969,0.2275111056
-0.3725377525,0.4641497032,0.2246190153
-0.3841989409,0.5487866894,0.09399293559
-0.3534332524,0.2650938705,-0.1614750432
-0.2963678624,0.06309516635,-0.2001567513
-0.0880791889,-0.2953465902,-0.1912394728
0.2007213065,-0.4774514826,-0.2582395653
0.4195546716,-0.3783355683,-0.4191120897
0.5108592956,-0.2443760547,-0.4245347591
0.5294675749,-0.09864505485,-0.2724590094
0.3319717035,0.1163022842,0.0248237753
0.05917432832,0.3094723737,0.2419715573
-0.1479978484,0.490870977,0.1506297045
-0.1871992902,0.5802165577,0.1617160507
-0.05793377636,0.6284796513,0.1103814474
-0.1401823711,0.3669172267,0.2175092933
-0.06128326664,-0.09358331575,0.2311262185
-0.0937857279,-0.2233050943,-0.01807556454
0.07989154599,-0.2517920911,-0.02325722637
0.3556662459,-0.2898139917,0.1700308104
0.4539179608,-0.3233627275,0.3582576891
0.4234003827,-0.201292415,0.5097309199
0.1903006701,-0.1160668545,0.3753692235
0.01761583778,-0.1401984013,0.1531602835
-0.0993682117,-0.07239464049,-0.2087125185
-0.1677226245,-0.04331906943,-0.3869375848
-0.06053893547,-0.09016958474,-0.2887270175
0.01377012671,-0.09852733998,-0.0559137463
-0.1584184848,0.04955795715,0.2223294438
-0.2744100927,0.2628572882,0.2892090326
-0.2622526836,0.4162397541,0.120262756
-0.2489787776,0.4880458203,0.0297644296
-0.07443311738,0.2231873795,-0.1360487491
-0.01339796113,-0.2788665095,-0.3168043944
-0.007319256542,-0.543136376,-0.2612521594
-0.002729214304,-0.547374111,-0.1055612969
0.0284086398,-0.4867509568,-0.0962825071
-0.004590042238,-0.1682145386,-0.1067663345
-0.08721080253,-0.009534903869,-0.03663314413
-0.12368303,0.00729832148,-0.03350004627
-0.2541890958,0.08381298216,0.1058023044
-0.3815937818,0.4057631313,0.1517142383
-0.356410577,0.666501552,0.1183346958
-0.3102620443,0.5523181352,0.1095379211
