X,Y,Z
-0.6891266117,1.338417988,1.428933628
-0.8301773692,1.634824012,1.686811683
-0.8394815088,1.317582457,1.408327485
-0.6738678227,0.534543191,0.6150512093
-0.8365041841,-0.2726276217,-0.1138760566
-0.7778260766,-0.6174144543,-0.5899864265
-0.3773759051,-0.6470785996,-0.7852025234
-0.04416364964,-0.5943423412,-0.7644758761
0.09105651359,-0.05697399349,-0.7645963799
0.3293665444,-0.08251811867,-1.039344961
0.3865559896,-0.4491999156,-0.9307710698
0.2729214304,-0.7943398927,-0.572392877
0.008559808498,-0.9882162714,-0.3918782391
0.1863309038,-0.7559648475,-0.2079894959
0.5857886338,-0.3205375708,0.1192987259
0.771127096,0.2637990071,0.5984216899
0.8306735899,0.6362488323,0.9287225059
0.6486846179,0.9943374443,0.9477621005
0.4869166428,1.056726321,0.9234203403
0.3152242521,1.181504076,0.6042058706
0.3828343337,0.8204725922,-0.02699284304
0.05508050686,0.2942871565,-0.137615298
-0.3636057784,0.4554388033,-0.07880946138
-0.305672002,0.4979338687,-0.1525577647
-0.08013965638,0.7818621173,-0.6418030448
0.398837454,0.6439002983,-0.6856664147
0.5695374031,0.1585619199,-0.4416462935
0.7124489885,-1.005284926,-0.1988312099
0.6289598418,-2.023283058,0.05639576135
0.3875484311,-2.068485565,0.06471052104
0.3097658235,-1.637649168,0.09278789795
0.2376897548,-0.7055828863,0.09326991301
0.2146154884,0.120775449,0.402121059
-0.05855405234,0.8124679816,1.113695783
-0.4060326553,0.9720893352,1.442189042
-0.9100689151,1.0232953,1.165632905
-1.243281171,0.998810609,0.6261375555
-1.09714415,0.5038196119,0.06362598717
-1.025812413,-0.05932829074,-0.3927217655
-0.9127981294,-0.6406042822,-0.6775926626
-0.7308091575,-0.4333084092,-0.9323376188
-0.4366742886,-0.0383750452,-0.9466775666
0.03560384115,0.2154181985,-0.6385494432
0.3729099181,0.2087084514,-0.7784543127
0.642357803,-0.7978713386,-0.8708806993
0.4185622301,-1.830230683,-0.7179614234
-0.06773413681,-1.629762272,-0.6672293389
0.02716808784,-0.6749770221,-0.3997109838
0.4051642689,0.0317830129,0.1654516674
0.646203514,0.8301252109,0.9312530849
0.9261960906,1.10051625,1.229017885
0.8430791095,0.7869238564,1.061879165
0.8766980675,0.6058783977,0.9517387247
0.5810745363,0.4758034746,0.514792078
0.4869166428,0.5305408857,0.04832200919
0.3999539507,0.3048814941,0.06338497964
0.1625123063,0.3749218373,0.09748754473
-0.1004847085,0.5328951829,-0.04844251296
-0.2548093718,1.002812914,-0.4275473532
0.01724367219,1.29368634,-0.3278907407
0.4370464542,0.7451350802,-0.1033922291
